Title,Normal_price,Current_price,Sku,Code,Weight,Category,Brand,Sub_category,Img_url,Processor,Motherboard,Ssd,Ram,Vga,Psu,Fan_casing,Cpu_cooler,Network,Casing,Keyboard_mouse,Mousepad,Software
EK Gaming BattleStar 660 WHITE,9.790.000,Rp9.600.000,191168,EK 0EFD024,14 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-1--2--1726888036.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-5-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-2-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-3-1726888037.jpg', 'https://assets.enterkomputer.com/frontend/pcready/18-9-24-Battle-Star-660-White-4-1726888038.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D4 WIFI (LGA1700, B760, DDR4, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (5x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING BLUEY WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660 D5,10.070.000,Rp9.890.000,191589,EK BXESB24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/12/28a525e8-6479-4822-a31b-c6d2f8f28912.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,None,CUBE GAMING YOCK - mATX Gaming Case - Mesh Front Panel Design - Left Side Tempered Glass - Dust Filter - PSU Cover - Free 2Pcs 12CM RGB Fan,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar SP-D5,10.255.000,Rp9.990.000,189589,EK 8H4J124,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-1-1722925336.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-5--2--1723085484.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-2-1723085485.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-3-1723085485.jpg', 'https://assets.enterkomputer.com/frontend/pcready/29-7-24-Battle-Star-SP-D5-4-1723085486.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI GANK (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN Radeon RX 6600 8GB GDDR6 - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING FIX Black - Rainbow 12CM FAN,Antec A400 RGB - 120mm 256COLOR RGB - 4 Pure Copper Heatpipe - All Intel & AMD Socket (Except TR4) - Support LGA 1700,None,CUBE GAMING ATHOS BLACK - mATX Gaming Case - Front-Top Stylish Curve & Left Side Tempered Glass - Aesthetic Dual Chamber Design - Airflow Potential - Panoramic View with Minimalist Display Front It!,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming Battlestar Lite 306 D5,10.405.000,Rp10.190.000,191466,EK 8WP6424,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/15/7d6f6f7c-f6fe-4966-9a16-9e28b5ecf384.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN H610M 666 WIFI6 D5 (LGA1700, H610, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 512GB M.2 NVME R 2400MB/S W 1000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Super Flower ZILLION DW 550W - SF-550Z12DW - 80 PLUS WHITE - Flat Cable - 5 Years,Paradox Hypersonic F-400 Black V2 12CM Rainbow Fan,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,None,CUBE GAMING PREMIUM CIELO MINI BLACK - mATX Gaming Case - Front-Top & Left Side Tempered Glass - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar NV,10.519.000,Rp10.290.000,190810,EK 5NR2M24,20 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-1--2--1725681579.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-5-1725681579.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-2-1725681580.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-3-1725681580.jpg', 'https://assets.enterkomputer.com/frontend/pcready/27-8-24-Battle-Star-NV-4-1725681580.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Challenger B760M (LGA1700, B760, DDR4, USB3.2, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING BLACK (Hydro Bearing) - 12CM FAN,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING GLASS BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 660 AYW,11.369.000,Rp11.150.000,191495,EK DUWNE24,18 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/11/0fe8dd05-abb9-4eb7-a49f-2edbd8ed906e.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 6600 8GB GDDR6 Gaming,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING BREEZE Single White CPU Cooler - Single Fan 12CM ARGB - 4 Copper Heat Pipes - Universal Socket (AM5 Ready),None,CUBE GAMING EPIOM MESH WHITE - mATX Gaming Case - All White Inside - Left Side Tempered Glass - Front Mesh Panel - Dust Filter - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar NV-D5 WHITE,11.935.000,Rp11.690.000,190806,EK 7RR0B24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/24-8-24-Battle-Star-NV-D5-White-1-1725681660.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-24-Battle-Star-NV-D5-White-5-1725681661.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-24-Battle-Star-NV-D5-White-2-1725681661.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-24-Battle-Star-NV-D5-White-3-1725681662.jpg', 'https://assets.enterkomputer.com/frontend/pcready/24-8-24-Battle-Star-NV-D5-White-4-1725681662.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 WIFI (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),PRIME POLAR 120T V2.0 ARGB White Version Liquid Cooler with Rainbow Effect Pump Head,None,CUBE GAMING COMSEL WHITE - ATX Gaming Case - Front & Left Side Tempered Glass - USB Type C Included - Dust Filter - PSU Cover - FREE 2PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 306,12.105.000,Rp11.890.000,191531,EK DEK5N24,28 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/12/2049122c-b1bf-49db-9fb3-69665b7c98cd.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Gigabyte B760M DS3H AX DDR4 (LGA1700, B760, DDR4, USB3.2 , SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,Antec FrigusAir 400 ARGB Coolest Spectrum - Top Cover ARGB Strip Design - All Intel & AMD Socket,None,PRIME E-[S] - PREMIUM GAMING CASE 0.7mm STEEL - 3PCS RAINBOW FLOWING RGB FAN & FRONT RGB LED + REMOTE - LEFT TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 760 AYW,12.619.000,Rp12.290.000,191541,EK DBD0S24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/11/b32965f8-09ba-4c78-88f6-7f29f975e79b.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),Sapphire PULSE Radeon RX 7600 8GB GDDR6 Gaming OC,Super Flower ZILLION DB 550W - SF-550Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,CUBE GAMING SHARPEN - ARGB Air Cooler - for All Intel Socket & AMD Socket - Support LGA 1700,None,CUBE GAMING ATHOS BLACK - mATX Gaming Case - Front-Top Stylish Curve & Left Side Tempered Glass - Aesthetic Dual Chamber Design - Airflow Potential - Panoramic View with Minimalist Display Front It!,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO Lite-NV WHITE,12.645.000,Rp12.390.000,190799,EK 13JVC24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Star-Pro-Lite-NV-White-1-1725681753.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Star-Pro-Lite-NV-White-5-1725681754.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Star-Pro-Lite-NV-White-2-1725681754.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Star-Pro-Lite-NV-White-3-1725681755.jpg', 'https://assets.enterkomputer.com/frontend/pcready/26-8-24-Battle-Star-Pro-Lite-NV-White-4-1725681755.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D4 WIFI (LGA1700, B760, DDR4, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 6 Copper Heat Pipes - Dual Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),None,CUBE GAMING ARFEL WHITE - ATX - All White Inside - LEFT SIDE TEMPERED GLASS - PSU COVER - DUST FILTER - Free 3PCS 12CM ARGB FAN,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO Lite-NV,12.639.000,Rp12.390.000,190798,EK 9S98R24,24 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/12-9-24-Battle-Star-PRO-Lite-NV-1-1726904785.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-9-24-Battle-Star-PRO-Lite-NV-5-1726904787.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-9-24-Battle-Star-PRO-Lite-NV-2-1726904788.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-9-24-Battle-Star-PRO-Lite-NV-3-1726904788.jpg', 'https://assets.enterkomputer.com/frontend/pcready/12-9-24-Battle-Star-PRO-Lite-NV-4-1726904788.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"ASRock B760M Pro-A/D4 WIFI (LGA1700, B760, DDR4, USB3.2 Type-C, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,Antec A30 Neo ARGB High Performance CPU Cooler - 2 Direct-Touch Copper Heat Pipes with PWM ARGB Fan - Compatibility All Socket (AM5 Ready),None,Antec CX200M BASIC - Mini Tower Gaming Case - Tempered Glass Side Panel,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO Lite-NV D5,13.239.000,Rp12.990.000,190808,EK 80CW924,22 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/9/26/153f518b-4f94-4397-82c7-89d5cf835dbd.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI GANK (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA XPG SX8200PRO 1TB NVME PCIe Gen3x4 - R 3500MB/S W 3000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,1STPLAYER DK PREMIUM PS-600AX 80+ Bronze Certified - Japanese Main Capacitors - 5 Years Warranty Replacement,CUBE GAMING FIX Black - Rainbow 12CM FAN,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,None,Antec CX300M RGB BLACK - Mini Tower Gaming Case - 4mm Tempered Glass Side Panel - Free 2Pcs 120mm RGB Fans Reverse + 1Pcs 120mm RGB Fans,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 306-12G AYW,13.240.000,Rp12.990.000,191361,EK D369U24,25 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/16/2a21acda-fdcb-428d-b9b5-e713707fa227.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Box] Socket LGA 1700 - Alder Lake Series,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C710 1TB M.2 2280 NVMe PCle Gen3 x4 - K01TBM2SP0-C71 - R2100MB/s W1650MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Super Flower ZILLION DB 550W - SF-550Z12DB - 80 PLUS BRONZE - Flat Cable - 5 Years,CUBE GAMING MAGNET BLACK A-RGB Fan (3 x 120MM) Wireless Connection Fan with Remote Controller,PRIME POLAR 240T V2.0 ARGB Liquid Cooler with Rainbow Effect Pump Head,None,CUBE GAMING BLUEY BLACK - mATX Gaming Case - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 306GR D5,13.480.000,Rp13.190.000,191359,EK CWMVJ24,28 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,['https://images.tokopedia.net/img/cache/900/VqbcmM/2024/10/3/d3639f31-ed9c-4872-86b8-2cd8f4eb6697.jpg'],Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN B760M GAMING WIFI ACE (LGA1700, B760, DDR5, USB3.2, SATA3)",ADATA LEGEND 710 1TB M.2 NVME R 2400MB/S W 1800MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX GeForce RTX 3060 12GB GDDR6 (1-Click OC) - DUAL FAN - [Factory Brand New - No Box] - Garansi 3 Thn,Super Flower Leadex III Bronze PRO 650W - SF-650R14HE - 80+ Bronze - ECO Fanless & Silent Mode - Full Modular Fluid Dynamic Bearing Fan - 8 Years,CUBE GAMING INDIGO - RGB RAINBOW STATIC FAN 12CM - GREEN,Antec A400i Neon Lighting Air Cooler - 4 Direct-Touched Copper Heat Pipes - All Intel & AMD Socket,None,PRIME V[L] Green - ALUMUNIUM EXTREME GAMING CASE - DUAL SIDE TEMPERED GLASS,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar PRO Lite-NV WHITE-D5,13.595.000,Rp13.350.000,190809,EK RT6XZ24,22 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-1-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-5-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-2-1726888937.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-3-1726888938.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-BattleStar-PRO-Lite-NV-WHITE-D5-4-1726888938.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"MAXSUN Terminator B760M D5 (LGA1700, B760, DDR5, USB3.2 Type-C, SATA3)",ADATA XPG SX8200PRO 1TB NVME PCIe Gen3x4 - R 3500MB/S W 3000MB/S,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),PELADN GeForce RTX 3060 Ti 8GB GDDR6 Armour (White Edition) - DUAL FAN - Garansi 2 Thn,Antec ATOM B650 - 650W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,CUBE GAMING MYSTIQUE FAN White 12CM PWM A-RGB Fan (3x 12CM PWM Fan A-RGB),CUBE GAMING ILLUMINE - Mirror RGB TOP Cover - 4 Copper Heat Pipes - Single Fan 12CM Infinity ARGB - Metal Bracket - Universal Socket (AM5 Ready),TP - Link 150 Mbps Wireless N USB Adapter + Antenna - TL-WN722N,CUBE GAMING SANG WHITE - mATX Gaming Case - All White Inside - Front & Left Side Tempered Glass - Dust Filter - PSU Cover,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
EK Gaming BattleStar 406 AYW,13.550.000,Rp13.350.000,191202,EK M59W924,22 Kg,PC Ready,EK Gaming,EK Gaming BattleStar Series,"['https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-1-1726888871.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-5-1726888871.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-2-1726888872.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-3-1726888872.jpg', 'https://assets.enterkomputer.com/frontend/pcready/20-9-24-Battle-Star-406-AYW-4-1726888872.jpg']",Intel Core i5-12400F 2.5GHz Up To 4.4GHz - Cache 18MB [Tray] Socket LGA 1700 - Alder Lake Series - NEW UNIT - 1 Years Warranty,"Asus B760M-AYW WIFI (LGA1700, B760, DDR5, USB3.2, SATA3)",KLEVV SSD CRAS C910 1TB M.2 2280 NVMe PCle Gen4 x4 - K01TBM2SP0-C91 - R5000MB/s W4800MB/s,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*),GALAX Geforce RTX 4060 8GB GDDR6 2X V2 (1-Click OC) - DUAL FAN [Factory Brand New - No Box] - Garansi 3 Thn,Antec ATOM B550 - 550W 80+ Bronze Certified - Flat Cable - 3 Years Warranty Replacement,Antec Neon 120 ARGB 3 in 1 Pack with Controller - 12CM ARGB PWM Fan,CUBE GAMING STORM V2 - SINGLE FAN 12CM ARGB - Universal Socket (AM5 Ready),None,CUBE GAMING LICKA BLACK - mATX Gaming Case - Front-Left & Top Tempered Glass with L-Shape ARGB Strip - Aesthetic Mini Dual Chamber Design - Airflow Potential - Dust Filter,None,None,Windows 11 Home 64Bit (*Unactivated*) & Office Home Student 2021 (*Unactivated*)
